id,app_user_id,steps,start_timestamp,end_timestamp
1,3,411,2025-10-21 05:00:03.561,2025-10-21 05:02:38.128
2,8,284,2025-10-21 05:00:05.731,2025-10-21 05:04:55.122
3,33,300,2025-10-21 05:00:18.243,2025-10-21 05:03:41.461
4,27,437,2025-10-21 05:00:35.426,2025-10-21 05:03:15.068
5,30,211,2025-10-21 05:00:42.673,2025-10-21 05:02:29.825
6,25,211,2025-10-21 05:01:19.375,2025-10-21 05:01:48.608
7,20,354,2025-10-21 05:02:32.304,2025-10-21 05:06:48.476
8,22,395,2025-10-21 05:03:06.429,2025-10-21 05:03:52.407
9,30,134,2025-10-21 05:03:13.792,2025-10-21 05:07:54.013
10,40,172,2025-10-21 05:03:14.752,2025-10-21 05:07:19.861
11,23,19,2025-10-21 05:04:42.332,2025-10-21 05:07:53.429
12,37,257,2025-10-21 05:04:52.832,2025-10-21 05:07:29.010
13,35,53,2025-10-21 05:04:55.171,2025-10-21 05:08:00.146
14,13,432,2025-10-21 05:05:03.319,2025-10-21 05:09:07.685
15,36,246,2025-10-21 05:05:07.239,2025-10-21 05:08:35.255
16,32,291,2025-10-21 05:06:26.595,2025-10-21 05:10:29.699
17,34,126,2025-10-21 05:06:32.142,2025-10-21 05:08:07.612
18,1,262,2025-10-21 05:06:37.102,2025-10-21 05:10:26.731
19,20,232,2025-10-21 05:06:50.476,2025-10-21 05:11:16.883
20,18,500,2025-10-21 05:08:31.421,2025-10-21 05:10:38.999
21,26,157,2025-10-21 05:09:08.323,2025-10-21 05:09:54.634
22,27,139,2025-10-21 05:09:23.758,2025-10-21 05:11:13.765
23,12,436,2025-10-21 05:09:48.938,2025-10-21 05:13:18.833
24,30,51,2025-10-21 05:09:54.416,2025-10-21 05:12:24.547
25,26,311,2025-10-21 05:11:01.009,2025-10-21 05:14:27.409
26,29,254,2025-10-21 05:11:24.499,2025-10-21 05:16:09.385
27,37,12,2025-10-21 05:11:42.581,2025-10-21 05:12:00.695
28,4,157,2025-10-21 05:11:47.236,2025-10-21 05:12:10.628
29,1,58,2025-10-21 05:12:25.459,2025-10-21 05:12:32.727
30,23,222,2025-10-21 05:12:58.523,2025-10-21 05:14:16.168
31,25,455,2025-10-21 05:13:02.270,2025-10-21 05:14:07.055
32,9,373,2025-10-21 05:13:12.141,2025-10-21 05:17:20.489
33,12,137,2025-10-21 05:13:21.833,2025-10-21 05:14:25.720
34,22,432,2025-10-21 05:13:24.076,2025-10-21 05:14:44.480
35,37,281,2025-10-21 05:14:07.751,2025-10-21 05:18:04.762
36,26,372,2025-10-21 05:15:53.736,2025-10-21 05:19:43.939
37,3,310,2025-10-21 05:15:57.395,2025-10-21 05:16:58.136
38,11,149,2025-10-21 05:16:52.998,2025-10-21 05:18:18.058
39,29,203,2025-10-21 05:17:19.824,2025-10-21 05:21:18.071
40,23,194,2025-10-21 05:17:21.661,2025-10-21 05:21:41.495
41,6,225,2025-10-21 05:17:22.534,2025-10-21 05:20:00.404
42,15,183,2025-10-21 05:17:51.388,2025-10-21 05:20:47.703
43,1,89,2025-10-21 05:18:14.085,2025-10-21 05:18:53.476
44,3,458,2025-10-21 05:18:38.392,2025-10-21 05:19:40.083
45,12,57,2025-10-21 05:18:58.294,2025-10-21 05:23:04.649
46,18,234,2025-10-21 05:19:24.750,2025-10-21 05:22:18.681
47,1,290,2025-10-21 05:19:29.836,2025-10-21 05:20:19.846
48,14,428,2025-10-21 05:19:59.142,2025-10-21 05:21:37.577
49,6,363,2025-10-21 05:20:01.404,2025-10-21 05:20:14.660
50,5,296,2025-10-21 05:20:34.442,2025-10-21 05:23:42.257
51,38,477,2025-10-21 05:21:26.057,2025-10-21 05:26:16.117
52,23,367,2025-10-21 05:21:44.495,2025-10-21 05:21:56.972
53,23,413,2025-10-21 05:21:58.972,2025-10-21 05:23:15.800
54,6,229,2025-10-21 05:22:05.623,2025-10-21 05:22:07.164
55,39,482,2025-10-21 05:22:14.401,2025-10-21 05:27:03.019
56,4,141,2025-10-21 05:22:22.363,2025-10-21 05:27:05.125
57,18,89,2025-10-21 05:22:36.649,2025-10-21 05:26:33.970
58,16,481,2025-10-21 05:22:45.460,2025-10-21 05:26:45.438
59,8,120,2025-10-21 05:22:45.800,2025-10-21 05:26:03.322
60,30,445,2025-10-21 05:23:31.554,2025-10-21 05:26:55.173
61,14,39,2025-10-21 05:24:24.708,2025-10-21 05:27:21.379
62,19,399,2025-10-21 05:24:49.204,2025-10-21 05:29:00.456
63,12,363,2025-10-21 05:25:37.952,2025-10-21 05:27:35.025
64,15,333,2025-10-21 05:25:55.039,2025-10-21 05:26:19.107
65,35,269,2025-10-21 05:26:04.156,2025-10-21 05:27:36.840
66,38,165,2025-10-21 05:26:19.117,2025-10-21 05:29:19.064
67,15,463,2025-10-21 05:26:20.107,2025-10-21 05:26:45.001
68,18,226,2025-10-21 05:26:34.970,2025-10-21 05:26:35.970
69,16,63,2025-10-21 05:26:46.438,2025-10-21 05:27:00.701
70,30,328,2025-10-21 05:26:56.173,2025-10-21 05:28:15.929
71,39,163,2025-10-21 05:27:06.019,2025-10-21 05:27:07.019
72,39,72,2025-10-21 05:27:10.019,2025-10-21 05:27:11.019
73,33,406,2025-10-21 05:27:19.691,2025-10-21 05:29:08.271
74,13,105,2025-10-21 05:27:28.238,2025-10-21 05:30:22.685
75,12,123,2025-10-21 05:27:37.025,2025-10-21 05:30:50.663
76,39,200,2025-10-21 05:27:59.301,2025-10-21 05:28:13.324
77,15,347,2025-10-21 05:28:18.792,2025-10-21 05:32:03.351
78,19,427,2025-10-21 05:29:03.456,2025-10-21 05:29:04.456
79,20,389,2025-10-21 05:29:18.929,2025-10-21 05:33:12.686
80,37,285,2025-10-21 05:29:46.635,2025-10-21 05:34:40.025
81,18,104,2025-10-21 05:30:00.169,2025-10-21 05:32:26.291
82,16,220,2025-10-21 05:30:02.219,2025-10-21 05:34:30.774
83,33,327,2025-10-21 05:30:19.100,2025-10-21 05:33:31.804
84,23,214,2025-10-21 05:30:20.075,2025-10-21 05:32:26.040
85,31,82,2025-10-21 05:30:29.296,2025-10-21 05:32:54.053
86,26,304,2025-10-21 05:31:01.447,2025-10-21 05:34:02.558
87,12,242,2025-10-21 05:32:16.096,2025-10-21 05:36:02.784
88,13,239,2025-10-21 05:32:21.866,2025-10-21 05:37:08.322
89,23,240,2025-10-21 05:32:29.040,2025-10-21 05:35:31.709
90,20,109,2025-10-21 05:33:13.686,2025-10-21 05:35:39.569
91,29,427,2025-10-21 05:34:00.026,2025-10-21 05:36:42.209
92,38,207,2025-10-21 05:34:39.610,2025-10-21 05:37:34.552
93,37,18,2025-10-21 05:34:43.025,2025-10-21 05:34:44.025
94,37,177,2025-10-21 05:34:45.025,2025-10-21 05:34:46.025
95,37,354,2025-10-21 05:34:47.025,2025-10-21 05:34:48.025
96,23,207,2025-10-21 05:35:32.709,2025-10-21 05:35:42.992
97,3,126,2025-10-21 05:35:36.696,2025-10-21 05:38:02.525
98,15,406,2025-10-21 05:35:37.505,2025-10-21 05:36:27.847
99,20,387,2025-10-21 05:35:41.569,2025-10-21 05:35:42.569
100,20,443,2025-10-21 05:35:45.569,2025-10-21 05:35:46.569
101,6,286,2025-10-21 05:35:53.862,2025-10-21 05:37:31.471
102,39,325,2025-10-21 05:36:13.189,2025-10-21 05:41:07.931
103,12,442,2025-10-21 05:37:08.645,2025-10-21 05:41:42.990
104,13,437,2025-10-21 05:37:10.322,2025-10-21 05:37:34.827
105,19,309,2025-10-21 05:37:49.646,2025-10-21 05:40:56.113
106,35,337,2025-10-21 05:38:14.035,2025-10-21 05:40:49.856
107,13,386,2025-10-21 05:39:01.561,2025-10-21 05:43:05.169
108,5,144,2025-10-21 05:39:17.828,2025-10-21 05:42:51.026
109,10,431,2025-10-21 05:39:24.042,2025-10-21 05:44:14.592
110,3,396,2025-10-21 05:39:40.469,2025-10-21 05:41:09.400
111,38,173,2025-10-21 05:39:41.529,2025-10-21 05:41:03.877
112,8,41,2025-10-21 05:40:34.474,2025-10-21 05:44:52.087
113,11,72,2025-10-21 05:40:49.634,2025-10-21 05:45:26.478
114,37,353,2025-10-21 05:40:57.955,2025-10-21 05:42:52.974
115,26,497,2025-10-21 05:41:00.938,2025-10-21 05:41:11.598
116,14,329,2025-10-21 05:41:36.548,2025-10-21 05:45:48.614
117,22,185,2025-10-21 05:42:38.576,2025-10-21 05:44:32.705
118,35,146,2025-10-21 05:42:43.006,2025-10-21 05:46:08.208
